array_size,Ny,Nz,pattern_type,P,azi0,ele0,dist_y,dist_z,cluster_size,gain_dB,sll_dB,hpbw_ele,hpbw_azi,merit
8x8,8,8,Isotropic,0,30,10,0.5,0.4,1,8.685890356304473e-10,-5.806998392484889,17.0,15.0,-2.9034991953738554
8x8,8,8,Isotropic,0,30,10,0.5,0.4,2,8.685871069755143e-10,-5.685423003900889,16.0,15.0,-2.8427115010818573
8x8,8,8,Isotropic,0,30,10,0.5,0.4,3,8.685890356304473e-10,-2.06633262882221,21.0,15.0,-1.033166313542516
8x8,8,8,Isotropic,0,30,10,0.5,0.4,4,8.685890356304473e-10,-4.050544606008294,15.0,14.0,-2.0252723021355576
8x8,8,8,Isotropic,0,30,10,0.5,0.5,1,8.685890356304473e-10,-10.05759855775671,13.0,15.0,-5.028799278009767
8x8,8,8,Isotropic,0,30,10,0.5,0.5,2,8.685890356304473e-10,-10.191674895666772,13.0,15.0,-5.095837446964797
8x8,8,8,Isotropic,0,30,10,0.5,0.5,3,8.685890356304473e-10,-3.477632560233459,17.0,15.0,-1.7388162792481405
8x8,8,8,Isotropic,0,30,10,0.5,0.5,4,8.685871069755143e-10,-3.459888951944955,12.0,14.0,-1.7299444751038904
8x8,8,8,Isotropic,0,30,10,0.5,0.6000000000000001,1,8.685890356304473e-10,-12.816912127332017,11.0,15.0,-6.40845606279742
8x8,8,8,Isotropic,0,30,10,0.5,0.6000000000000001,2,8.685890356304473e-10,-10.013501541529244,10.0,15.0,-5.006750769896033
8x8,8,8,Isotropic,0,30,10,0.5,0.6000000000000001,3,8.685909642853802e-10,-4.17886814627601,14.0,14.0,-2.0894340722694142
8x8,8,8,Isotropic,0,30,10,0.5,0.6000000000000001,4,8.685890356304473e-10,-1.8764110150367426,26.0,13.0,-0.9382055066497822
8x8,8,8,Isotropic,0,30,10,0.5,0.7000000000000002,1,8.685890356304473e-10,-12.82584827162071,9.0,15.0,-6.4129241349417665
8x8,8,8,Isotropic,0,30,10,0.5,0.7000000000000002,2,8.685890356304473e-10,-7.714205903394679,10.0,15.0,-3.85710295082875
8x8,8,8,Isotropic,0,30,10,0.5,0.7000000000000002,3,8.685890356304473e-10,-2.9532975646571447,27.0,14.0,-1.4766487814599834
8x8,8,8,Isotropic,0,30,10,0.5,0.7000000000000002,4,8.685890356304473e-10,-0.27188717147141167,24.0,13.0,-0.1359435848671168
8x8,8,8,Isotropic,0,30,10,0.5,0.8000000000000003,1,8.685890356304473e-10,-12.811001171602188,9.0,15.0,-6.405500584932505
8x8,8,8,Isotropic,0,30,10,0.5,0.8000000000000003,2,8.685890356304473e-10,-6.204514202604469,8.0,15.0,-3.102257100433645
8x8,8,8,Isotropic,0,30,10,0.5,0.8000000000000003,3,8.685871069755143e-10,-1.8137856087659432,26.0,14.0,-0.9068928035143845
8x8,8,8,Isotropic,0,30,10,0.5,0.8000000000000003,4,8.685890356304473e-10,8.685890356304473e-10,20.0,5.0,4.3429451781522366e-10
8x8,8,8,Isotropic,0,30,10,0.5,0.9000000000000001,1,8.685890356304473e-10,-12.97652163356388,7.0,15.0,-6.4882608159133515
8x8,8,8,Isotropic,0,30,10,0.5,0.9000000000000001,2,8.685890356304473e-10,-4.979947377284657,8.0,15.0,-2.4899736877737393
8x8,8,8,Isotropic,0,30,10,0.5,0.9000000000000001,3,8.685890356304473e-10,-0.6769855802653013,25.0,13.0,-0.3384927892640616
8x8,8,8,Isotropic,0,30,10,0.5,0.9000000000000001,4,8.685890356304473e-10,8.685890356304473e-10,17.0,,4.3429451781522366e-10
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.3,1,8.685890356304473e-10,-3.1856465931473203,21.0,13.0,-1.5928232957050712
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.3,2,8.685890356304473e-10,-2.959990309225523,22.0,13.0,-1.4799951537441725
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.3,3,8.685871069755143e-10,-1.1122052069400754,28.0,12.0,-0.5561026026014506
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.3,4,8.685890356304473e-10,-2.052099735270162,21.0,12.0,-1.0260498667664921
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.4,1,8.685890356304473e-10,-5.872520171415624,17.0,13.0,-2.9362600848392226
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.4,2,8.685871069755143e-10,-5.691026369435704,16.0,13.0,-2.845513183849265
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.4,3,8.685890356304473e-10,-2.071197896769552,21.0,12.0,-1.035598947516187
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.4,4,8.685909642853802e-10,-4.055409873955474,15.0,12.0,-2.027704936109146
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.5,1,8.685890356304473e-10,-10.123120336679346,13.0,13.0,-5.061560167471084
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.5,2,8.685871069755143e-10,-10.197278261200854,13.0,13.0,-5.09863912973184
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.5,3,8.685909642853802e-10,-3.48249782818069,17.0,12.0,-1.7412489132217541
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.5,4,8.685909642853802e-10,-3.464367491614726,12.0,12.0,-1.732183744938772
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.6000000000000001,1,8.685890356304473e-10,-12.81839472415865,11.0,13.0,-6.409197361210737
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.6000000000000001,2,8.685890356304473e-10,-10.868566962246097,10.0,13.0,-5.43428348025446
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.6000000000000001,3,8.685890356304473e-10,-4.194846936053946,14.0,12.0,-2.097423467158384
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.6000000000000001,4,8.685871069755143e-10,-1.8756729174488964,26.0,11.0,-0.9378364578558611
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.7000000000000002,1,8.685890356304473e-10,-12.829059226521997,9.0,13.0,-6.41452961239241
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.7000000000000002,2,8.685890356304473e-10,-8.027360175826159,10.0,13.0,-4.013680087044491
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.7000000000000002,3,8.685890356304473e-10,-2.955257200491806,27.0,11.0,-1.477628599377314
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.7000000000000002,4,8.685871069755143e-10,-0.27188717147141167,24.0,11.0,-0.13594358486711872
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.8000000000000003,1,8.685890356304473e-10,-12.815733063656317,9.0,13.0,-6.40786653095957
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.8000000000000003,2,8.685871069755143e-10,-6.342769600417645,8.0,13.0,-3.1713847993402355
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.8000000000000003,3,8.685890356304473e-10,-1.8132979260803204,26.0,11.0,-0.9066489621715711
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.8000000000000003,4,8.685890356304473e-10,8.685890356304473e-10,20.0,5.0,4.3429451781522366e-10
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.9000000000000001,1,8.685890356304473e-10,-12.903854921798466,7.0,13.0,-6.451927460030644
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.9000000000000001,2,8.685890356304473e-10,-5.045263751710859,8.0,13.0,-2.5226318749868404
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.9000000000000001,3,8.685890356304473e-10,-0.6764528871831578,25.0,11.0,-0.33822644272298985
8x8,8,8,Isotropic,0,30,10,0.6000000000000001,0.9000000000000001,4,8.685890356304473e-10,8.685890356304473e-10,17.0,,4.3429451781522366e-10
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.3,1,8.685890356304473e-10,-3.2239344700773254,21.0,96.0,-1.6119672341700737
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.3,2,8.685890356304473e-10,-2.9666143937968936,22.0,96.0,-1.4833071960298578
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.3,3,8.685890356304473e-10,-1.121234955635976,28.0,96.0,-0.5606174769493989
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.3,4,8.685890356304473e-10,-2.0611294839659458,21.0,96.0,-1.030564741114384
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.4,1,8.685890356304473e-10,-5.950221147160805,16.0,96.0,-2.9751105727118135
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.4,2,8.685871069755143e-10,-5.697650454006728,16.0,96.0,-2.848825226134777
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.4,3,8.685890356304473e-10,-2.0802276454653335,21.0,96.0,-1.0401138218640777
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.4,4,8.685871069755143e-10,-4.064439622650966,15.0,96.0,-2.032219810456896
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.5,1,8.685890356304473e-10,-10.20082131241484,13.0,96.0,-5.100410655338831
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.5,2,8.685871069755143e-10,-10.203902345771008,13.0,96.0,-5.101951172016917
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.5,3,8.685890356304473e-10,-3.4915275768762717,17.0,96.0,-1.7457637875695469
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.5,4,8.685890356304473e-10,-3.4729399410961492,12.0,97.0,-1.7364699696794856
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.6000000000000001,1,8.685890356304473e-10,-12.820147018730271,11.0,96.0,-6.410073508496547
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.6000000000000001,2,8.685890356304473e-10,-11.153887599333315,10.0,96.0,-5.576943798798069
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.6000000000000001,3,8.685890356304473e-10,-4.213512571338962,13.0,96.0,-2.1067562848008916
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.6000000000000001,4,8.685890356304473e-10,-1.8780785815732277,26.0,96.0,-0.9390392899180248
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.7000000000000002,1,8.685890356304473e-10,-12.832854623351652,9.0,96.0,-6.416427310807237
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.7000000000000002,2,8.685890356304473e-10,-8.40381392098443,10.0,96.0,-4.201906959623626
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.7000000000000002,3,8.685890356304473e-10,-2.960851541059805,27.0,97.0,-1.4804257696613135
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.7000000000000002,4,8.685871069755143e-10,-0.2751651661218062,24.0,96.0,-0.13758258219231598
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.8000000000000003,1,8.685890356304473e-10,-12.82132667250295,9.0,96.0,-6.410663335382886
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.8000000000000003,2,8.685890356304473e-10,-6.494632846078547,8.0,96.0,-3.2473164221706843
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.8000000000000003,3,8.685909642853802e-10,-1.81599953893057,26.0,96.0,-0.9079997685966941
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.8000000000000003,4,8.685890356304473e-10,-0.009246355701947862,20.0,111.0,-0.004623176982384895
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.9000000000000001,1,8.685890356304473e-10,-12.988016883979705,7.0,96.0,-6.494008441121264
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.9000000000000001,2,8.685890356304473e-10,-5.122721974093361,8.0,96.0,-2.5613609861780913
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.9000000000000001,3,8.685890356304473e-10,-0.6791013046716099,25.0,96.0,-0.3395506514672159
8x8,8,8,Isotropic,0,30,10,0.7000000000000002,0.9000000000000001,4,8.685871069755143e-10,-0.014301018106161148,17.0,,-0.007150508184493467
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.3,1,8.685890356304473e-10,-3.231580238634144,21.0,92.0,-1.615790118448483
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.3,2,8.685890356304473e-10,-2.9742601623537386,22.0,92.0,-1.4871300803082803
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.3,3,8.685890356304473e-10,-1.12832224382521,28.0,92.0,-0.564161121044016
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.3,4,8.685890356304473e-10,-2.0682167721550875,21.0,91.0,-1.0341083852089548
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.4,1,8.685890356304473e-10,-6.040238164775258,16.0,92.0,-3.0201190815190397
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.4,2,8.685871069755143e-10,-5.705296222563183,16.0,92.0,-2.8526481104130044
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.4,3,8.685871069755143e-10,-2.0873149336544765,21.0,91.0,-1.043657465958651
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.4,4,8.685890356304473e-10,-4.071526910839867,15.0,91.0,-2.0357634545513443
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.5,1,8.685890356304473e-10,-10.290838330017959,13.0,92.0,-5.145419164140391
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.5,2,8.685890356304473e-10,-10.211548114326458,13.0,92.0,-5.10577405629464
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.5,3,8.685890356304473e-10,-3.498614865065251,17.0,91.0,-1.7493074316640365
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.5,4,8.685890356304473e-10,-3.479499230338037,12.0,91.0,-1.7397496143004296
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.6000000000000001,1,8.685890356304473e-10,-12.822169078432157,11.0,92.0,-6.41108453834749
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.6000000000000001,2,8.685890356304473e-10,-11.155909659035357,10.0,92.0,-5.57795482864909
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.6000000000000001,3,8.685890356304473e-10,-4.231731256601405,13.0,91.0,-2.1158656274321133
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.6000000000000001,4,8.685871069755143e-10,-1.877520101205411,26.0,91.0,-0.9387600497341184
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.7000000000000002,1,8.685890356304473e-10,-12.837234778514786,9.0,92.0,-6.418617388388804
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.7000000000000002,2,8.685890356304473e-10,-8.847208341346807,10.0,92.0,-4.423604169804815
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.7000000000000002,3,8.685890356304473e-10,-2.9639729034306797,27.0,91.0,-1.4819864508467508
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.7000000000000002,4,8.685890356304473e-10,-0.27561326591174734,24.0,90.0,-0.13780663208728464
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.8000000000000003,1,8.685890356304473e-10,-12.827782685916741,9.0,92.0,-6.413891342089782
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.8000000000000003,2,8.685871069755143e-10,-6.671906398612864,8.0,92.0,-3.335953198437845
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.8000000000000003,3,8.685890356304473e-10,-1.8157825430333094,26.0,91.0,-0.9078912706480656
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.8000000000000003,4,8.685890356304473e-10,-0.003177703682587662,20.0,84.0,-0.0015888509727047956
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.9000000000000001,1,8.685890356304473e-10,-12.995204607812337,7.0,92.0,-6.49760230303758
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.9000000000000001,2,8.685890356304473e-10,-5.213097349576064,8.0,92.0,-2.606548673919443
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.9000000000000001,3,8.685890356304473e-10,-0.6788229278186593,25.0,91.0,-0.3394114630407406
8x8,8,8,Isotropic,0,30,10,0.8000000000000003,0.9000000000000001,4,8.685890356304473e-10,-0.001036882718325823,17.0,,-0.0005184404905738758
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.3,1,8.685890356304473e-10,-3.240248806352195,21.0,78.0,-1.6201244023075085
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.3,2,8.685890356304473e-10,-2.982928730071832,21.0,78.0,-1.491464364167327
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.3,3,8.685871069755143e-10,-1.1321238680478443,28.0,78.0,-0.566061933155335
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.3,4,8.685890356304473e-10,-2.0720183963776737,21.0,78.0,-1.0360091973202479
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.4,1,8.685890356304473e-10,-6.142732125229541,15.0,78.0,-3.0713660617461813
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.4,2,8.685871069755143e-10,-5.71396479028082,16.0,78.0,-2.856982394271823
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.4,3,8.685890356304473e-10,-2.091116557877057,21.0,78.0,-1.0455582780699395
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.4,4,8.685890356304473e-10,-4.075328535062328,15.0,78.0,-2.0376642666625746
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.5,1,8.685890356304473e-10,-10.393332290459199,13.0,78.0,-5.196666144361011
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.5,2,8.685890356304473e-10,-10.220216682042958,13.0,78.0,-5.11010834015289
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.5,3,8.685871069755143e-10,-3.502416489287749,17.0,78.0,-1.7512082437752874
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.5,4,8.685890356304473e-10,-3.4827020069266275,12.0,77.0,-1.7413510025947248
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.6000000000000001,1,8.685890356304473e-10,-12.824460981049278,11.0,78.0,-6.41223048965605
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.6000000000000001,2,8.685890356304473e-10,-11.158201561652657,10.0,78.0,-5.57910077995774
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.6000000000000001,3,8.685890356304473e-10,-4.24816543592433,13.0,78.0,-2.1240827170935757
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.6000000000000001,4,8.685890356304473e-10,-1.8726531577097683,26.0,77.0,-0.936326577986295
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.7000000000000002,1,8.685890356304473e-10,-12.84220005742705,9.0,78.0,-6.421100027844936
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.7000000000000002,2,8.685871069755143e-10,-9.362163438255088,10.0,78.0,-4.681081718258957
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.7000000000000002,3,8.685871069755143e-10,-2.9632772267896375,27.0,77.0,-1.4816386125262315
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.7000000000000002,4,8.685871069755143e-10,-0.2718871714714107,24.0,76.0,-0.13594358486711824
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.8000000000000003,1,8.685890356304473e-10,-12.835101898550578,9.0,78.0,-6.4175509484067
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.8000000000000003,2,8.685909642853802e-10,-6.873322999831613,8.0,78.0,-3.4366614990472155
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.8000000000000003,3,8.685890356304473e-10,-1.8113026219694828,26.0,77.0,-0.9056513101161523
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.8000000000000003,4,8.685871069755143e-10,8.685871069755143e-10,20.0,72.0,4.3429355348775716e-10
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.9000000000000001,1,8.685890356304473e-10,-13.003353666964614,7.0,78.0,-6.501676832613718
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.9000000000000001,2,8.685890356304473e-10,-5.314635393493793,8.0,78.0,-2.6573176958783074
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.9000000000000001,3,8.685871069755143e-10,-0.6742734394799327,25.0,77.0,-0.33713671887137925
8x8,8,8,Isotropic,0,30,10,0.9000000000000001,0.9000000000000001,4,8.685909642853802e-10,-0.0024664789178396995,17.0,,-0.0012332385903288854
8x8,8,8,Cosine,1,0,0,0.3,0.3,1,8.685890356304473e-10,-3.3186857632263305,21.0,21.0,-1.6593428807445763
8x8,8,8,Cosine,1,0,0,0.3,0.3,2,8.685890356304473e-10,-3.3186857632263305,21.0,21.0,-1.6593428807445763
8x8,8,8,Cosine,1,0,0,0.3,0.3,3,8.685890356304473e-10,-1.8395621444378167,27.0,21.0,-0.9197810713503193
8x8,8,8,Cosine,1,0,0,0.3,0.3,4,8.685890356304473e-10,-3.3186857632263287,21.0,21.0,-1.6593428807445754
8x8,8,8,Cosine,1,0,0,0.3,0.4,1,8.685890356304473e-10,-6.24000435137861,15.0,21.0,-3.1200021748207156
8x8,8,8,Cosine,1,0,0,0.3,0.4,2,8.685890356304473e-10,-6.240004351378604,15.0,21.0,-3.120002174820713
8x8,8,8,Cosine,1,0,0,0.3,0.4,3,8.685890356304473e-10,-3.282163071506427,21.0,21.0,-1.6410815348846246
8x8,8,8,Cosine,1,0,0,0.3,0.4,4,8.685890356304473e-10,-6.240004351378606,15.0,21.0,-3.120002174820714
8x8,8,8,Cosine,1,0,0,0.3,0.5,1,8.685890356304473e-10,-10.982976912656571,13.0,21.0,-5.491488455459697
8x8,8,8,Cosine,1,0,0,0.3,0.5,2,8.685890356304473e-10,-10.982976912656571,13.0,21.0,-5.491488455459697
8x8,8,8,Cosine,1,0,0,0.3,0.5,3,8.685890356304473e-10,-5.324085342886146,17.0,21.0,-2.662042670574484
8x8,8,8,Cosine,1,0,0,0.3,0.5,4,8.685890356304473e-10,-10.982976912656568,13.0,21.0,-5.491488455459695
8x8,8,8,Cosine,1,0,0,0.3,0.6000000000000001,1,8.685890356304473e-10,-13.162158822506365,11.0,21.0,-6.581079410384594
8x8,8,8,Cosine,1,0,0,0.3,0.6000000000000001,2,8.685890356304473e-10,-13.162158822506367,11.0,21.0,-6.581079410384595
8x8,8,8,Cosine,1,0,0,0.3,0.6000000000000001,3,8.685890356304473e-10,-8.21563358411868,15.0,21.0,-4.107816791190751
8x8,8,8,Cosine,1,0,0,0.3,0.6000000000000001,4,8.685890356304473e-10,-13.162158822506363,11.0,21.0,-6.581079410384593
8x8,8,8,Cosine,1,0,0,0.3,0.7000000000000002,1,8.685890356304473e-10,-13.046173280083655,9.0,21.0,-6.523086639173239
8x8,8,8,Cosine,1,0,0,0.3,0.7000000000000002,2,8.685890356304473e-10,-13.046173280083655,9.0,21.0,-6.523086639173239
8x8,8,8,Cosine,1,0,0,0.3,0.7000000000000002,3,8.685890356304473e-10,-12.562233988069782,13.0,21.0,-6.281116993166302
8x8,8,8,Cosine,1,0,0,0.3,0.7000000000000002,4,8.685890356304473e-10,-13.04617328008365,9.0,21.0,-6.523086639173236
8x8,8,8,Cosine,1,0,0,0.3,0.8000000000000003,1,8.685890356304473e-10,-12.979838769911314,7.0,21.0,-6.489919384087068
8x8,8,8,Cosine,1,0,0,0.3,0.8000000000000003,2,8.685890356304473e-10,-12.97983876991131,7.0,21.0,-6.489919384087067
8x8,8,8,Cosine,1,0,0,0.3,0.8000000000000003,3,8.685890356304473e-10,-12.810154163305993,11.0,21.0,-6.405077080784408
8x8,8,8,Cosine,1,0,0,0.3,0.8000000000000003,4,8.685890356304473e-10,-12.979838769911307,7.0,21.0,-6.489919384087065
8x8,8,8,Cosine,1,0,0,0.3,0.9000000000000001,1,8.685890356304473e-10,-13.096686594903828,7.0,21.0,-6.548343296583325
8x8,8,8,Cosine,1,0,0,0.3,0.9000000000000001,2,8.685890356304473e-10,-13.096686594903833,7.0,21.0,-6.548343296583328
8x8,8,8,Cosine,1,0,0,0.3,0.9000000000000001,3,8.685890356304473e-10,-12.761808771836376,9.0,21.0,-6.3809043850495994
8x8,8,8,Cosine,1,0,0,0.3,0.9000000000000001,4,8.685890356304473e-10,-13.096686594903822,7.0,21.0,-6.548343296583322
8x8,8,8,Cosine,1,0,0,0.4,0.3,1,8.685890356304473e-10,-3.3186857632263305,21.0,15.0,-1.6593428807445763
8x8,8,8,Cosine,1,0,0,0.4,0.3,2,8.685890356304473e-10,-3.3186857632263305,21.0,15.0,-1.6593428807445763
8x8,8,8,Cosine,1,0,0,0.4,0.3,3,8.685890356304473e-10,-1.8395621444378167,27.0,15.0,-0.9197810713503193
8x8,8,8,Cosine,1,0,0,0.4,0.3,4,8.685890356304473e-10,-3.3186857632263287,21.0,15.0,-1.6593428807445754
8x8,8,8,Cosine,1,0,0,0.4,0.4,1,8.685890356304473e-10,-6.24000435137861,15.0,15.0,-3.1200021748207156
8x8,8,8,Cosine,1,0,0,0.4,0.4,2,8.685890356304473e-10,-6.240004351378604,15.0,15.0,-3.120002174820713
8x8,8,8,Cosine,1,0,0,0.4,0.4,3,8.685890356304473e-10,-3.282163071506427,21.0,15.0,-1.6410815348846246
8x8,8,8,Cosine,1,0,0,0.4,0.4,4,8.685890356304473e-10,-6.240004351378606,15.0,15.0,-3.120002174820714
8x8,8,8,Cosine,1,0,0,0.4,0.5,1,8.685890356304473e-10,-10.982976912656571,13.0,15.0,-5.491488455459697
8x8,8,8,Cosine,1,0,0,0.4,0.5,2,8.685890356304473e-10,-10.982976912656571,13.0,15.0,-5.491488455459697
8x8,8,8,Cosine,1,0,0,0.4,0.5,3,8.685890356304473e-10,-5.324085342886146,17.0,15.0,-2.662042670574484
8x8,8,8,Cosine,1,0,0,0.4,0.5,4,8.685890356304473e-10,-10.982976912656568,13.0,15.0,-5.491488455459695
8x8,8,8,Cosine,1,0,0,0.4,0.6000000000000001,1,8.685890356304473e-10,-13.162158822506365,11.0,15.0,-6.581079410384594
8x8,8,8,Cosine,1,0,0,0.4,0.6000000000000001,2,8.685890356304473e-10,-13.162158822506367,11.0,15.0,-6.581079410384595
8x8,8,8,Cosine,1,0,0,0.4,0.6000000000000001,3,8.685890356304473e-10,-8.21563358411868,15.0,15.0,-4.107816791190751
8x8,8,8,Cosine,1,0,0,0.4,0.6000000000000001,4,8.685890356304473e-10,-13.162158822506363,11.0,15.0,-6.581079410384593
8x8,8,8,Cosine,1,0,0,0.4,0.7000000000000002,1,8.685890356304473e-10,-13.046173280083655,9.0,15.0,-6.523086639173239
8x8,8,8,Cosine,1,0,0,0.4,0.7000000000000002,2,8.685890356304473e-10,-13.046173280083655,9.0,15.0,-6.523086639173239
8x8,8,8,Cosine,1,0,0,0.4,0.7000000000000002,3,8.685890356304473e-10,-12.562233988069782,13.0,15.0,-6.281116993166302
8x8,8,8,Cosine,1,0,0,0.4,0.7000000000000002,4,8.685890356304473e-10,-13.04617328008365,9.0,15.0,-6.523086639173236
8x8,8,8,Cosine,1,0,0,0.4,0.8000000000000003,1,8.685890356304473e-10,-12.979838769911314,7.0,15.0,-6.489919384087068
8x8,8,8,Cosine,1,0,0,0.4,0.8000000000000003,2,8.685890356304473e-10,-12.97983876991131,7.0,15.0,-6.489919384087067
8x8,8,8,Cosine,1,0,0,0.4,0.8000000000000003,3,8.685890356304473e-10,-12.810154163305993,11.0,15.0,-6.405077080784408
8x8,8,8,Cosine,1,0,0,0.4,0.8000000000000003,4,8.685890356304473e-10,-12.979838769911307,7.0,15.0,-6.489919384087065
8x8,8,8,Cosine,1,0,0,0.4,0.9000000000000001,1,8.685890356304473e-10,-13.096686594903828,7.0,15.0,-6.548343296583325
